DATA;Row Heading;Column Heading
9;n | 11;установочное давление, мпа
8;n | 11;проверка герметичности затвора клапана
24;n | 11;испытание на плотность разъемных соединений клапана, мпа
24;n | 11;испытание на прочность корпуса клапана, мпа
к-5;n | 12;место установки
5506;n | 12;номер
50-16;n | 12;тип
104;n | 12;ном.пружины
5,5;n | 12;установочное давление, мпа
2,5;n | 12;проверка герметичности затвора клапана
24;n | 12;испытание на плотность разъемных соединений клапана, мпа
24;n | 12;испытание на прочность корпуса клапана, мпа
к-5;n | 13;место установки
7960;n | 13;номер
50-16;n | 13;тип
106;n | 13;ном.пружины
11;n | 13;установочное давление, мпа
8;n | 13;проверка герметичности затвора клапана
24;n | 13;испытание на плотность разъемных соединений клапана, мпа
24;n | 13;испытание на прочность корпуса клапана, мпа
к-5;n | 14;место установки
150;n | 14;номер
50-16;n | 14;тип
106;n | 14;ном.пружины
9;n | 14;установочное давление, мпа
8;n | 14;проверка герметичности затвора клапана
24;n | 14;испытание на плотность разъемных соединений клапана, мпа
24;n | 14;испытание на прочность корпуса клапана, мпа
к-6;n | 15;место установки
1589;n | 15;номер
50-40;n | 15;тип
108;n | 15;ном.пружины
27;n | 15;установочное давление, мпа
18;n | 15;проверка герметичности затвора клапана
60;n | 15;испытание на плотность разъемных соединений клапана, мпа
60;n | 15;испытание на прочность корпуса клапана, мпа
к-6;n | 16;место установки
9151;n | 16;номер
50-40;n | 16;тип
108;n | 16;ном.пружины
25;n | 16;установочное давление, мпа
18;n | 16;проверка герметичности затвора клапана
60;n | 16;испытание на плотность разъемных соединений клапана, мпа
60;n | 16;испытание на прочность корпуса клапана, мпа
к-7;n | 17;место установки
3264;n | 17;номер
50-40;n | 17;тип
108;n | 17;ном.пружины
32;n | 17;установочное давление, мпа
18;n | 17;проверка герметичности затвора клапана
60;n | 17;испытание на плотность разъемных соединений клапана, мпа
60;n | 17;испытание на прочность корпуса клапана, мпа
к-7;n | 18;место установки
2416;n | 18;номер
50-40;n | 18;тип
108;n | 18;ном.пружины
30;n | 18;установочное давление, мпа
18;n | 18;проверка герметичности затвора клапана
60;n | 18;испытание на плотность разъемных соединений клапана, мпа
60;n | 18;испытание на прочность корпуса клапана, мпа
к-8;n | 19;место установки
1912;n | 19;номер
50-16;n | 19;тип
104;n | 19;ном.пружины
5,5;n | 19;установочное давление, мпа
18;n | 19;проверка герметичности затвора клапана
24;n | 19;испытание на плотность разъемных соединений клапана, мпа
24;n | 19;испытание на прочность корпуса клапана, мпа
к-9;n | 20;место установки
9999;n | 20;номер
50-16;n | 20;тип
103;n | 20;ном.пружины
2,5;n | 20;установочное давление, мпа
2,5;n | 20;проверка герметичности затвора клапана
24;n | 20;испытание на плотность разъемных соединений клапана, мпа
24;n | 20;испытание на прочность корпуса клапана, мпа
э-1;n | 21;место установки
3009;n | 21;номер
50-40;n | 21;тип
77;n | 21;ном.пружины
33;n | 21;установочное давление, мпа
2;n | 21;проверка герметичности затвора клапана
60;n | 21;испытание на плотность разъемных соединений клапана, мпа
60;n | 21;испытание на прочность корпуса клапана, мпа
э-1;n | 22;место установки
736;n | 22;номер
50-40;n | 22;тип
302;n | 22;ном.пружины
31;n | 22;установочное давление, мпа
30;n | 22;проверка герметичности затвора клапана
60;n | 22;испытание на плотность разъемных соединений клапана, мпа
60;n | 22;испытание на прочность корпуса клапана, мпа
э-1а;n | 23;место установки
349;n | 23;номер
50-40;n | 23;тип
302;n | 23;ном.пружины
33;n | 23;установочное давление, мпа
30;n | 23;проверка герметичности затвора клапана
60;n | 23;испытание на плотность разъемных соединений клапана, мпа
60;n | 23;испытание на прочность корпуса клапана, мпа
э-1а;n | 24;место установки
6064;n | 24;номер
50-40;n | 24;тип
302;n | 24;ном.пружины
31;n | 24;установочное давление, мпа
30;n | 24;проверка герметичности затвора клапана
60;n | 24;испытание на плотность разъемных соединений клапана, мпа
60;n | 24;испытание на прочность корпуса клапана, мпа
э-2;n | 25;место установки
6869;n | 25;номер
50-40;n | 25;тип
302;n | 25;ном.пружины
33;n | 25;установочное давление, мпа
30;n | 25;проверка герметичности затвора клапана
60;n | 25;испытание на плотность разъемных соединений клапана, мпа
60;n | 25;испытание на прочность корпуса клапана, мпа
э-2;n | 26;место установки
1339;n | 26;номер
50-40;n | 26;тип
302;n | 26;ном.пружины
31;n | 26;установочное давление, мпа
30;n | 26;проверка герметичности затвора клапана
60;n | 26;испытание на плотность разъемных соединений клапана, мпа
60;n | 26;испытание на прочность корпуса клапана, мпа
э-2а;n | 27;место установки
1839;n | 27;номер
50-40;n | 27;тип
77;n | 27;ном.пружины
33;n | 27;установочное давление, мпа
30;n | 27;проверка герметичности затвора клапана
60;n | 27;испытание на плотность разъемных соединений клапана, мпа
60;n | 27;испытание на прочность корпуса клапана, мпа
э-2а;n | 28;место установки
1840;n | 28;номер
50-40;n | 28;тип
302;n | 28;ном.пружины
31;n | 28;установочное давление, мпа
30;n | 28;проверка герметичности затвора клапана
60;n | 28;испытание на плотность разъемных соединений клапана, мпа
60;n | 28;испытание на прочность корпуса клапана, мпа
э-3;n | 29;место установки
5703;n | 29;номер
50-40;n | 29;тип
108;n | 29;ном.пружины
33;n | 29;установочное давление, мпа
30;n | 29;проверка герметичности затвора клапана
60;n | 29;испытание на плотность разъемных соединений клапана, мпа
60;n | 29;испытание на прочность корпуса клапана, мпа
э-3;n | 30;место установки
2290;n | 30;номер
50-40;n | 30;тип
108;n | 30;ном.пружины
31;n | 30;установочное давление, мпа
30;n | 30;проверка герметичности затвора клапана
60;n | 30;испытание на плотность разъемных соединений клапана, мпа
60;n | 30;испытание на прочность корпуса клапана, мпа
пружина в норме;n | 11;испытание пружины
пружина в норме;n | 12;испытание пружины
пружина в норме;n | 13;испытание пружины
пружина в норме;n | 14;испытание пружины
пружина в норме;n | 15;испытание пружины
пружина в норме;n | 16;испытание пружины
пружина в норме;n | 17;испытание пружины
пружина в норме;n | 18;испытание пружины
пружина в норме;n | 19;испытание пружины
пружина в норме;n | 20;испытание пружины
пружина в норме;n | 21;испытание пружины
пружина в норме;n | 22;испытание пружины
пружина в норме;n | 23;испытание пружины
пружина в норме;n | 24;испытание пружины
пружина в норме;n | 25;испытание пружины
пружина в норме;n | 26;испытание пружины
пружина в норме;n | 27;испытание пружины
пружина в норме;n | 28;испытание пружины
пружина в норме;n | 29;испытание пружины
пружина в норме;n | 30;испытание пружины
полный ремонт;n | 11;характеристика ремонта
полный ремонт;n | 12;характеристика ремонта
полный ремонт;n | 13;характеристика ремонта
полный ремонт;n | 14;характеристика ремонта
полный ремонт;n | 15;характеристика ремонта
полный ремонт;n | 16;характеристика ремонта
полный ремонт;n | 17;характеристика ремонта
полный ремонт;n | 18;характеристика ремонта
полный ремонт;n | 19;характеристика ремонта
полный ремонт;n | 20;характеристика ремонта
полный ремонт;n | 21;характеристика ремонта
полный ремонт;n | 22;характеристика ремонта
полный ремонт;n | 23;характеристика ремонта
полный ремонт;n | 24;характеристика ремонта
полный ремонт;n | 25;характеристика ремонта
полный ремонт;n | 26;характеристика ремонта
полный ремонт;n | 27;характеристика ремонта
полный ремонт;n | 28;характеристика ремонта
полный ремонт;n | 29;характеристика ремонта
полный ремонт;n | 30;характеристика ремонта
е-6;n | 11;примечание
е-6;n | 12;примечание
е-6;n | 13;примечание
е-6;n | 14;примечание
е-6;n | 15;примечание
е-6;n | 16;примечание
е-6;n | 17;примечание
е-6;n | 18;примечание
е-6;n | 19;примечание
е-6;n | 20;примечание
е-6;n | 21;примечание
е-6;n | 22;примечание
е-6;n | 23;примечание
е-6;n | 24;примечание
е-6;n | 25;примечание
е-6;n | 26;примечание
е-6;n | 27;примечание
е-6;n | 28;примечание
е-6;n | 29;примечание
е-6;n | 30;примечание
